   3.0000000     1.0389898
   3.0003000     1.0389898
   3.0006000     1.0389898
   3.0009000     1.0389899
   3.0012000     1.0389899
   3.0015000     1.0389900
   3.0018000     1.0389900
   3.0021000     1.0389900
   3.0024000     1.0389900
   3.0027000     1.0389901
   3.0030000     1.0389901
   3.0033000     1.0389901
   3.0036000     1.0389901
   3.0039000     1.0389902
   3.0042000     1.0389902
   3.0045000     1.0389902
   3.0048000     1.0389902
   3.0051000     1.0389902
   3.0054000     1.0389902
   3.0057000     1.0389902
   3.0060000     1.0389902
   3.0063000     1.0389902
   3.0066000     1.0389902
   3.0069000     1.0389902
   3.0072000     1.0389902
   3.0075000     1.0389902
   3.0078000     1.0389902
   3.0081000     1.0389902
   3.0084000     1.0389902
   3.0087000     1.0389902
   3.0090000     1.0389902
   3.0093000     1.0389902
   3.0096000     1.0389901
   3.0099000     1.0389901
   3.0102000     1.0389901
   3.0105000     1.0389901
   3.0108000     1.0389900
   3.0111000     1.0389900
   3.0114000     1.0389900
   3.0117000     1.0389899
   3.0120000     1.0389899
   3.0123000     1.0389899
   3.0126000     1.0389898
   3.0129000     1.0389898
   3.0132000     1.0389897
   3.0135000     1.0389897
   3.0138000     1.0389896
   3.0141000     1.0389896
   3.0144000     1.0389895
   3.0147000     1.0389895
   3.0150000     1.0389894
   3.0153000     1.0389894
   3.0156000     1.0389893
   3.0159000     1.0389892
   3.0162000     1.0389892
   3.0165000     1.0389891
   3.0168000     1.0389890
   3.0171000     1.0389890
   3.0174000     1.0389889
   3.0177000     1.0389888
   3.0180000     1.0389887
   3.0183000     1.0389887
   3.0186000     1.0389886
   3.0189000     1.0389885
   3.0192000     1.0389884
   3.0195000     1.0389883
   3.0198000     1.0389882
   3.0201000     1.0389881
   3.0204000     1.0389880
   3.0207000     1.0389879
   3.0210000     1.0389878
   3.0213000     1.0389877
   3.0216000     1.0389876
   3.0219000     1.0389875
   3.0222000     1.0389874
   3.0225000     1.0389873
   3.0228000     1.0389872
   3.0231000     1.0389871
   3.0234000     1.0389870
   3.0237000     1.0389869
   3.0240000     1.0389867
   3.0243000     1.0389866
   3.0246000     1.0389865
   3.0249000     1.0389864
   3.0252000     1.0389862
   3.0255000     1.0389861
   3.0258000     1.0389860
   3.0261000     1.0389858
   3.0264000     1.0389857
   3.0267000     1.0389856
   3.0270000     1.0389854
   3.0273000     1.0389853
   3.0276000     1.0389851
   3.0279000     1.0389850
   3.0282000     1.0389848
   3.0285000     1.0389847
   3.0288000     1.0389845
   3.0291000     1.0389844
   3.0294000     1.0389842
   3.0297000     1.0389840
   3.0300000     1.0389839
   3.0303000     1.0389837
   3.0306000     1.0389836
   3.0309000     1.0389834
   3.0312000     1.0389832
   3.0315000     1.0389830
   3.0318000     1.0389829
   3.0321000     1.0389827
   3.0324000     1.0389825
   3.0327000     1.0389823
   3.0330000     1.0389821
   3.0333000     1.0389820
   3.0336000     1.0389818
   3.0339000     1.0389816
   3.0342000     1.0389814
   3.0345000     1.0389812
   3.0348000     1.0389810
   3.0351000     1.0389808
   3.0354000     1.0389806
   3.0357000     1.0389804
   3.0360000     1.0389802
   3.0363000     1.0389800
   3.0366000     1.0389798
   3.0369000     1.0389796
   3.0372000     1.0389793
   3.0375000     1.0389791
   3.0378000     1.0389789
   3.0381000     1.0389787
   3.0384000     1.0389785
   3.0387000     1.0389782
   3.0390000     1.0389780
   3.0393000     1.0389778
   3.0396000     1.0389776
   3.0399000     1.0389773
   3.0402000     1.0389771
   3.0405000     1.0389768
   3.0408000     1.0389766
   3.0411000     1.0389764
   3.0414000     1.0389761
   3.0417000     1.0389759
   3.0420000     1.0389756
   3.0423000     1.0389754
   3.0426000     1.0389751
   3.0429000     1.0389749
   3.0432000     1.0389746
   3.0435000     1.0389743
   3.0438000     1.0389741
   3.0441000     1.0389738
   3.0444000     1.0389736
   3.0447000     1.0389733
   3.0450000     1.0389730
   3.0453000     1.0389727
   3.0456000     1.0389725
   3.0459000     1.0389722
   3.0462000     1.0389719
   3.0465000     1.0389716
   3.0468000     1.0389713
   3.0471000     1.0389711
   3.0474000     1.0389708
   3.0477000     1.0389705
   3.0480000     1.0389702
   3.0483000     1.0389699
   3.0486000     1.0389696
   3.0489000     1.0389693
   3.0492000     1.0389690
   3.0495000     1.0389687
   3.0498000     1.0389684
   3.0501000     1.0389681
   3.0504000     1.0389678
   3.0507000     1.0389675
   3.0510000     1.0389671
   3.0513000     1.0389668
   3.0516000     1.0389665
   3.0519000     1.0389662
   3.0522000     1.0389659
   3.0525000     1.0389655
   3.0528000     1.0389652
   3.0531000     1.0389649
   3.0534000     1.0389645
   3.0537000     1.0389642
   3.0540000     1.0389639
   3.0543000     1.0389635
   3.0546000     1.0389632
   3.0549000     1.0389628
   3.0552000     1.0389625
   3.0555000     1.0389622
   3.0558000     1.0389618
   3.0561000     1.0389614
   3.0564000     1.0389611
   3.0567000     1.0389607
   3.0570000     1.0389604
   3.0573000     1.0389600
   3.0576000     1.0389597
   3.0579000     1.0389593
   3.0582000     1.0389589
   3.0585000     1.0389585
   3.0588000     1.0389582
   3.0591000     1.0389578
   3.0594000     1.0389574
   3.0597000     1.0389570
   3.0600000     1.0389567
   3.0603000     1.0389563
   3.0606000     1.0389559
   3.0609000     1.0389555
   3.0612000     1.0389551
   3.0615000     1.0389547
   3.0618000     1.0389543
   3.0621000     1.0389539
   3.0624000     1.0389535
   3.0627000     1.0389531
   3.0630000     1.0389527
   3.0633000     1.0389523
   3.0636000     1.0389519
   3.0639000     1.0389515
   3.0642000     1.0389511
   3.0645000     1.0389507
   3.0648000     1.0389502
   3.0651000     1.0389498
   3.0654000     1.0389494
   3.0657000     1.0389490
   3.0660000     1.0389486
   3.0663000     1.0389481
   3.0666000     1.0389477
   3.0669000     1.0389473
   3.0672000     1.0389468
   3.0675000     1.0389464
   3.0678000     1.0389459
   3.0681000     1.0389455
   3.0684000     1.0389451
   3.0687000     1.0389446
   3.0690000     1.0389442
   3.0693000     1.0389437
   3.0696000     1.0389432
   3.0699000     1.0389428
   3.0702000     1.0389423
   3.0705000     1.0389419
   3.0708000     1.0389414
   3.0711000     1.0389409
   3.0714000     1.0389405
   3.0717000     1.0389400
   3.0720000     1.0389395
   3.0723000     1.0389390
   3.0726000     1.0389386
   3.0729000     1.0389381
   3.0732000     1.0389376
   3.0735000     1.0389371
   3.0738000     1.0389366
   3.0741000     1.0389361
   3.0744000     1.0389357
   3.0747000     1.0389352
   3.0750000     1.0389347
   3.0753000     1.0389342
   3.0756000     1.0389337
   3.0759000     1.0389332
   3.0762000     1.0389327
   3.0765000     1.0389321
   3.0768000     1.0389316
   3.0771000     1.0389311
   3.0774000     1.0389306
   3.0777000     1.0389301
   3.0780000     1.0389296
   3.0783000     1.0389291
   3.0786000     1.0389285
   3.0789001     1.0389280
   3.0792001     1.0389275
   3.0795001     1.0389269
   3.0798001     1.0389264
   3.0801001     1.0389259
   3.0804001     1.0389253
   3.0807001     1.0389248
   3.0810001     1.0389242
   3.0813001     1.0389237
   3.0816001     1.0389232
   3.0819001     1.0389226
   3.0822001     1.0389220
   3.0825001     1.0389215
   3.0828001     1.0389209
   3.0831001     1.0389204
   3.0834001     1.0389198
   3.0837001     1.0389192
   3.0840001     1.0389187
   3.0843001     1.0389181
   3.0846001     1.0389175
   3.0849001     1.0389170
   3.0852001     1.0389164
   3.0855001     1.0389158
   3.0858001     1.0389152
   3.0861001     1.0389146
   3.0864001     1.0389141
   3.0867001     1.0389135
   3.0870001     1.0389129
   3.0873001     1.0389123
   3.0876001     1.0389117
   3.0879001     1.0389111
   3.0882001     1.0389105
   3.0885001     1.0389099
   3.0888001     1.0389093
   3.0891001     1.0389087
   3.0894001     1.0389081
   3.0897001     1.0389075
   3.0900001     1.0389068
   3.0903001     1.0389062
   3.0906001     1.0389056
   3.0909001     1.0389050
   3.0912001     1.0389044
   3.0915001     1.0389037
   3.0918001     1.0389031
   3.0921001     1.0389025
   3.0924001     1.0389018
   3.0927001     1.0389012
   3.0930001     1.0389006
   3.0933001     1.0388999
   3.0936001     1.0388993
   3.0939001     1.0388986
   3.0942001     1.0388980
   3.0945001     1.0388973
   3.0948001     1.0388967
   3.0951001     1.0388960
   3.0954001     1.0388953
   3.0957001     1.0388947
   3.0960001     1.0388940
   3.0963001     1.0388934
   3.0966001     1.0388927
   3.0969001     1.0388920
   3.0972001     1.0388913
   3.0975001     1.0388907
   3.0978001     1.0388900
   3.0981001     1.0388893
   3.0984001     1.0388886
   3.0987001     1.0388879
   3.0990001     1.0388873
   3.0993001     1.0388866
   3.0996001     1.0388859
   3.0999001     1.0388852
   3.1002001     1.0388845
   3.1005001     1.0388838
   3.1008001     1.0388831
   3.1011001     1.0388824
   3.1014001     1.0388817
   3.1017001     1.0388809
   3.1020001     1.0388802
   3.1023001     1.0388795
   3.1026001     1.0388788
   3.1029001     1.0388781
   3.1032001     1.0388774
   3.1035001     1.0388766
   3.1038001     1.0388759
   3.1041001     1.0388752
   3.1044001     1.0388744
   3.1047001     1.0388737
   3.1050001     1.0388730
   3.1053001     1.0388722
   3.1056001     1.0388715
   3.1059001     1.0388707
   3.1062001     1.0388700
   3.1065001     1.0388692
   3.1068001     1.0388685
   3.1071001     1.0388677
   3.1074001     1.0388670
   3.1077001     1.0388662
   3.1080001     1.0388654
   3.1083001     1.0388647
   3.1086001     1.0388639
   3.1089001     1.0388631
   3.1092001     1.0388624
   3.1095001     1.0388616
   3.1098001     1.0388608
   3.1101001     1.0388600
   3.1104001     1.0388592
   3.1107001     1.0388585
   3.1110001     1.0388577
   3.1113001     1.0388569
   3.1116001     1.0388561
   3.1119001     1.0388553
   3.1122001     1.0388545
   3.1125001     1.0388537
   3.1128001     1.0388529
   3.1131001     1.0388521
   3.1134001     1.0388513
   3.1137001     1.0388504
   3.1140001     1.0388496
   3.1143001     1.0388488
   3.1146001     1.0388480
   3.1149001     1.0388472
   3.1152001     1.0388463
   3.1155001     1.0388455
   3.1158001     1.0388447
   3.1161001     1.0388439
   3.1164001     1.0388430
   3.1167001     1.0388422
   3.1170001     1.0388413
   3.1173001     1.0388405
   3.1176001     1.0388397
   3.1179001     1.0388388
   3.1182001     1.0388380
   3.1185001     1.0388371
   3.1188001     1.0388362
   3.1191001     1.0388354
   3.1194001     1.0388345
   3.1197001     1.0388337
   3.1200001     1.0388328
   3.1203001     1.0388319
   3.1206001     1.0388311
   3.1209001     1.0388302
   3.1212001     1.0388293
   3.1215001     1.0388284
   3.1218001     1.0388275
   3.1221001     1.0388267
   3.1224001     1.0388258
   3.1227001     1.0388249
   3.1230001     1.0388240
   3.1233001     1.0388231
   3.1236001     1.0388222
   3.1239001     1.0388213
   3.1242001     1.0388204
   3.1245001     1.0388195
   3.1248001     1.0388186
   3.1251001     1.0388177
   3.1254001     1.0388167
   3.1257001     1.0388158
   3.1260001     1.0388149
   3.1263001     1.0388140
   3.1266001     1.0388131
   3.1269001     1.0388121
   3.1272001     1.0388112
   3.1275001     1.0388103
   3.1278001     1.0388093
   3.1281001     1.0388084
   3.1284001     1.0388075
   3.1287001     1.0388065
   3.1290001     1.0388056
   3.1293001     1.0388046
   3.1296001     1.0388037
   3.1299001     1.0388027
   3.1302001     1.0388018
   3.1305001     1.0388008
   3.1308001     1.0387998
   3.1311001     1.0387989
   3.1314001     1.0387979
   3.1317001     1.0387969
   3.1320001     1.0387960
   3.1323001     1.0387950
   3.1326001     1.0387940
   3.1329001     1.0387930
   3.1332001     1.0387920
   3.1335001     1.0387911
   3.1338001     1.0387901
   3.1341001     1.0387891
   3.1344001     1.0387881
   3.1347001     1.0387871
   3.1350001     1.0387861
   3.1353001     1.0387851
   3.1356001     1.0387841
   3.1359001     1.0387831
   3.1362001     1.0387820
   3.1365001     1.0387810
   3.1368001     1.0387800
   3.1371001     1.0387790
   3.1374001     1.0387780
   3.1377001     1.0387769
   3.1380001     1.0387759
   3.1383001     1.0387749
   3.1386001     1.0387739
   3.1389001     1.0387728
   3.1392001     1.0387718
   3.1395001     1.0387707
   3.1398001     1.0387697
   3.1401001     1.0387686
   3.1404001     1.0387676
   3.1407001     1.0387665
   3.1410001     1.0387655
   3.1413001     1.0387644
   3.1416001     1.0387634
   3.1419001     1.0387623
   3.1422001     1.0387612
   3.1425001     1.0387602
   3.1428001     1.0387591
   3.1431001     1.0387580
   3.1434001     1.0387569
   3.1437001     1.0387559
   3.1440001     1.0387548
   3.1443001     1.0387537
   3.1446001     1.0387526
   3.1449001     1.0387515
   3.1452001     1.0387504
   3.1455001     1.0387493
   3.1458001     1.0387482
   3.1461001     1.0387471
   3.1464001     1.0387460
   3.1467001     1.0387449
   3.1470001     1.0387438
   3.1473001     1.0387427
   3.1476001     1.0387415
   3.1479001     1.0387404
   3.1482001     1.0387393
   3.1485001     1.0387382
   3.1488001     1.0387370
   3.1491001     1.0387359
   3.1494001     1.0387348
   3.1497001     1.0387336
